ID,活动,商品,订单号,用户ID,数量,单价,秒杀状态,订单状态,创建时间
2024,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049597335,776,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2023,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049593936,770,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2022,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049597640,777,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2021,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049599054,771,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2020,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049598716,768,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2019,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049596763,764,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2018,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049595076,763,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2017,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049591949,766,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2016,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049591336,769,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2015,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049591862,759,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2014,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049591939,765,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2013,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049591954,767,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2012,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049593577,762,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2011,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049593387,760,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2010,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049599297,755,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2009,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049593478,758,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2008,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049596444,761,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2007,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049597793,746,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2006,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049595331,756,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2005,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049586991,757,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2004,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049589860,744,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2003,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049585720,745,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2002,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049587125,753,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2001,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049585112,751,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
2000,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049582907,754,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1999,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049589877,752,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1998,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049582661,748,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1997,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049583499,749,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1996,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049588061,747,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1995,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049581057,742,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1994,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049587379,743,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1993,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049584619,741,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1992,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049589254,740,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1991,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049584386,739,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1990,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049583642,733,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1989,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049582444,738,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1988,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049589723,735,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1987,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049583227,737,1,9.90,已超时,已取消,"2026-04-21 10:49:59"
1986,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049583157,736,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1985,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049588131,731,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1984,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049585028,732,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1983,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049586234,734,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1982,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049585156,730,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1981,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049582352,729,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1980,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049583011,721,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1979,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049585141,726,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1978,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049582048,724,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1977,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049586319,722,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1976,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049579692,717,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1975,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049573755,720,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1974,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049579607,715,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1973,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049572134,719,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1972,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049573959,718,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1971,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049571114,723,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1970,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049577967,716,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1969,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049573213,714,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1968,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049573900,713,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1967,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049578243,711,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1966,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049579840,710,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1965,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049575206,712,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1964,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049578699,709,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1963,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049579291,708,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1962,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049576452,707,1,9.90,已超时,已取消,"2026-04-21 10:49:58"
1961,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049573022,706,1,9.90,已超时,已取消,"2026-04-21 10:49:57"
1960,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049574892,704,1,9.90,已超时,已取消,"2026-04-21 10:49:57"
1959,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049577105,705,1,9.90,已超时,已取消,"2026-04-21 10:49:57"
1958,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049575197,703,1,9.90,已超时,已取消,"2026-04-21 10:49:57"
1957,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049579253,702,1,9.90,已超时,已取消,"2026-04-21 10:49:57"
1956,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049574121,701,1,9.90,已超时,已取消,"2026-04-21 10:49:57"
1955,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049553114,700,1,9.90,已超时,已取消,"2026-04-21 10:49:56"
1954,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049553756,699,1,9.90,已超时,已取消,"2026-04-21 10:49:56"
1953,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555260,696,1,9.90,已超时,已取消,"2026-04-21 10:49:56"
1952,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049558529,692,1,9.90,已超时,已取消,"2026-04-21 10:49:56"
1951,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555484,698,1,9.90,已超时,已取消,"2026-04-21 10:49:56"
1950,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555819,697,1,9.90,已超时,已取消,"2026-04-21 10:49:56"
1949,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049556436,694,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1948,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049558072,695,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1947,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555282,691,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1946,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555543,686,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1945,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049556735,693,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1944,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555123,684,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1943,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555633,685,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1942,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049553721,690,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1941,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049551563,688,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1940,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049556489,689,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1939,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049558677,687,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1938,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049551824,683,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1937,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049555103,681,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1936,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049556132,679,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1935,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049557202,673,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1934,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049558321,678,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1933,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049551418,682,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1932,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049556522,676,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1931,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049554011,677,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1930,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049558738,680,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1929,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049554044,674,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1928,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049558222,671,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1927,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049548042,675,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1926,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541999,669,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1925,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049548713,670,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1924,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546893,666,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1923,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546987,663,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1922,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546514,672,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1921,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049545953,668,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1920,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049543692,664,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1919,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049543755,661,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1918,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546918,665,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1917,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049549444,667,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1916,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049547272,659,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1915,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049545274,660,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1914,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049545986,662,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1913,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049548312,656,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1912,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049544758,652,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1911,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049549857,657,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1910,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546662,658,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1909,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049543163,651,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1908,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049547258,653,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1907,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049542147,655,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1906,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049544728,654,1,9.90,已超时,已取消,"2026-04-21 10:49:55"
1905,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049548247,649,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1904,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049547077,647,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1903,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541956,646,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1902,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049549680,650,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1901,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049549488,633,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1900,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049549294,645,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1899,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049548112,644,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1898,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541666,637,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1897,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049547179,639,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1896,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541594,642,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1895,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049543087,641,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1894,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546519,636,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1893,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049542360,640,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1892,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541525,638,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1891,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541272,635,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1890,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049548748,634,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1889,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541406,620,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1888,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049542793,632,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1887,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049549184,630,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1886,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049542661,629,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1885,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541032,631,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1884,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541326,625,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1883,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049541650,627,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1882,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049546901,624,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1881,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049539013,626,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1880,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049531277,619,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1879,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049539607,615,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1878,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049537416,623,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1877,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049536347,622,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1876,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049535765,621,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1875,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049534385,616,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1874,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049536145,613,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1873,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049537105,609,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1872,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049534386,617,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1871,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049535412,618,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1870,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049531627,614,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1869,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049537978,611,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1868,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049532718,608,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1867,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049535148,610,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1866,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049536696,607,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1865,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049537813,606,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1864,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049537350,604,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1863,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049531599,605,1,9.90,已超时,已取消,"2026-04-21 10:49:54"
1862,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049531498,603,1,9.90,已超时,已取消,"2026-04-21 10:49:53"
1861,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049535998,602,1,9.90,已超时,已取消,"2026-04-21 10:49:53"
1860,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049531534,601,1,9.90,已超时,已取消,"2026-04-21 10:49:53"
1859,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049525798,593,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1858,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049522473,588,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1857,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049526625,561,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1856,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049528960,565,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1855,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049523959,585,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1854,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049525205,582,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1853,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049521072,599,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1852,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049526716,587,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1851,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049525852,597,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1850,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049527919,595,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1849,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049527139,598,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1848,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049529996,560,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1847,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049528562,596,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1846,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049526970,567,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1845,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049525796,571,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1844,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049527460,566,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1843,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049523672,594,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1842,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049514569,592,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1841,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049516313,569,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1840,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049515926,573,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1839,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049517887,568,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1838,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049519403,572,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1837,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049512866,590,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1836,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049514358,562,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1835,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049518963,578,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1834,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049511301,526,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1833,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049514818,576,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1832,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049514200,600,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1831,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049518985,589,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1830,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049515381,575,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
1829,压测专用活动-20260421,压测专用商品-重试优化-20260421,ORD202604211049519906,574,1,9.90,已超时,已取消,"2026-04-21 10:49:52"
